fulfillment_rate,exception_rate,avg_waiting_time,avg_picker_utilization,peak_queue_length,pct_time_queue_full,pct_time_under_pressure,avg_fulfillment_time,exception_rate_low,exception_rate_medium,exception_rate_high,replication,seed,scenario
0.8815547378104875,0.11844526218951246,0.15627677905036996,0.9875173370319001,5.0,0.04160887656033287,0.8307905686546463,0.9159663474592229,0.030362116991643453,0.11653944020356234,0.3937074829931973,0,2797101031,base
0.8870893105043961,0.1129106894956039,0.16258673789259048,0.9876907073509015,5.0,0.033287101248266296,0.8280166435506241,0.9239158198777059,0.02971931755641167,0.10841217080030682,0.40400363967242947,1,2404027187,base
0.8792370446972309,0.12076295530276915,0.1579266933913748,0.9875173370319001,5.0,0.0319001386962552,0.8169209431345353,0.9131796487864281,0.03903243540406817,0.11102464332036316,0.3975206611570248,2,3699365737,base
0.8757062146892656,0.12429378531073443,0.16133499399747386,0.989251040221914,5.0,0.047156726768377254,0.8280166435506241,0.9237250218294565,0.03532008830022075,0.1233582281740922,0.4039451114922813,3,1166183143,base
0.8802077322562031,0.11979226774379692,0.15456392192205634,0.983876560332871,5.0,0.033287101248266296,0.8196948682385575,0.9117228305253553,0.033692350179508425,0.11721991701244813,0.39057239057239057,4,1329641472,base
0.8820347565887904,0.11796524341120962,0.15744152787193513,0.9833564493758669,5.0,0.04022191400832178,0.8183079056865464,0.9142966230793943,0.031138054560484983,0.11529592621060722,0.3993085566119274,5,1968829763,base
0.8837530182821662,0.11624698171783376,0.16114823450241852,0.9875173370319001,5.0,0.044382801664355064,0.826629680998613,0.9194118042231181,0.034178610804851156,0.11270860077021823,0.38160136286201024,6,2579204240,base
0.8747412008281573,0.12525879917184268,0.16277750657512366,0.9875173370319001,5.0,0.056865464632454926,0.8169209431345353,0.9287609676586084,0.03451086956521739,0.12568164113217345,0.411006018916595,7,3785592148,base
0.8758222735141373,0.12417772648586267,0.16427216763473437,0.9897711511789181,5.0,0.030513176144244106,0.8294036061026352,0.9313977780555117,0.03417167851284855,0.11781460383221129,0.4331877729257642,8,2020814244,base
0.8750863458438867,0.12491365415611333,0.1585047037302495,0.9873439667128987,5.0,0.047156726768377254,0.8169209431345353,0.92370012978081,0.030379041248606464,0.12512873326467558,0.40362438220757824,9,591182330,base
0.8852913968547641,0.1147086031452359,0.15300718034839295,0.9863037447988904,5.0,0.030513176144244106,0.7988904299583911,0.9091482820712091,0.03121516164994426,0.11036960985626283,0.3865979381443299,10,2847777980,base
0.8743533739510289,0.12564662604897114,0.1657445406175977,0.9852635228848821,5.0,0.033287101248266296,0.8335644937586685,0.9287921069492777,0.0368841178089733,0.12209602478058854,0.4077181208053691,11,1887079451,base
0.873720529039678,0.126279470960322,0.16027286763030893,0.9835298196948682,5.0,0.04022191400832178,0.8002773925104022,0.9215557785938987,0.03246571508536244,0.1292949860015271,0.39731768650461025,12,3935626713,base
0.8856450496192014,0.11435495038079857,0.15290514753559734,0.984743411927878,5.0,0.04022191400832178,0.782246879334258,0.9079734384663322,0.03093363329583802,0.11570456264179481,0.36920384951881013,13,3846971225,base
0.8838761652664289,0.11612383473357113,0.15760641601680545,0.9889042995839112,5.0,0.036061026352288486,0.8224687933425797,0.9159932063622559,0.03048780487804878,0.11273379451703817,0.3896434634974533,14,1034781411,base
0.8778353483016695,0.12216465169833046,0.16170308100963282,0.9854368932038835,5.0,0.04854368932038835,0.8099861303744799,0.9253507936892786,0.04056291390728477,0.11926605504587157,0.3922603342128408,15,3249797005,base
0.8831318364997122,0.11686816350028784,0.15952609043658683,0.9866504854368932,5.0,0.04022191400832178,0.8155339805825242,0.9166488949557803,0.032492997198879554,0.11329305135951662,0.39282589676290464,16,2697753003,base
0.8714318600368324,0.12856813996316763,0.1623768706837423,0.9864771151178918,5.0,0.052704576976421634,0.826629680998613,0.9273572914528895,0.033296337402885685,0.1288170387477547,0.41701769165964614,17,3835819176,base
0.8824210160861011,0.11757898391389887,0.15708796930825078,0.9876907073509015,5.0,0.04160887656033287,0.8044382801664355,0.9216281654893287,0.03159955257270693,0.11185394703008486,0.3979591836734694,18,2753217590,base
0.8795805485134823,0.12041945148651767,0.1594883747004516,0.988384188626907,5.0,0.04022191400832178,0.8169209431345353,0.9204025419595031,0.035038932146829814,0.11171032357473036,0.4074074074074074,19,2742079307,base
0.8849751703429958,0.11502482965700422,0.15425671442932234,0.9814493758668515,5.0,0.038834951456310676,0.7933425797503467,0.9118532389953964,0.030245746691871456,0.10920601424426273,0.4034334763948498,20,3218973746,base
0.884136499884713,0.11586350011528701,0.15721874653100354,0.9854368932038835,5.0,0.03744798890429958,0.812760055478502,0.9144763861069904,0.030739407366380506,0.11725720112159062,0.38070175438596493,21,930097882,base
0.8760787021056266,0.12392129789437345,0.1606925485457847,0.9840499306518724,5.0,0.03744798890429958,0.8169209431345353,0.9237780611344695,0.03939808481532148,0.12457737321196359,0.3811922753988245,22,114473622,base
0.8810922917386795,0.11890770826132047,0.15838976808186436,0.983876560332871,5.0,0.038834951456310676,0.812760055478502,0.9172375418382815,0.03461644973691498,0.11752682677567705,0.3873483535528596,23,4103261291,base
0.8899019042123485,0.1100980957876515,0.1532517101154008,0.9831830790568654,5.0,0.03467406380027739,0.7850208044382802,0.9047244442052993,0.02817695125387433,0.11024610748367654,0.36596119929453264,24,3386769049,base
0.8804021261844234,0.11959787381557663,0.15956476582195492,0.9817961165048543,5.0,0.026352288488210817,0.8058252427184466,0.9193324657945904,0.03270509977827051,0.11698015975264107,0.39742489270386266,25,2342981120,base
0.8790489317711923,0.12095106822880775,0.16308902930268676,0.9880374479889042,5.0,0.04022191400832178,0.8252427184466019,0.9264070189989128,0.031947122004957314,0.12193251533742332,0.39552880481513325,26,1773302033,base
0.879395826127061,0.12060417387293898,0.15328696380735346,0.9849167822468793,5.0,0.036061026352288486,0.7850208044382802,0.9128887030682481,0.030385984122638928,0.12349869451697128,0.38823529411764707,27,1054318714,base
0.8830275229357798,0.1169724770642202,0.15663726911468867,0.9875173370319001,5.0,0.033287101248266296,0.7988904299583911,0.9137367495198842,0.03648424543946932,0.11928679055750879,0.36875,28,2732155939,base
0.8708448753462604,0.12915512465373957,0.15855459426366036,0.9804091539528432,5.0,0.05825242718446602,0.7794729542302358,0.9233878587058997,0.03520931522040477,0.13018819283320443,0.4134125636672326,29,1926673806,base
