order_id,arrival_time,customer_tier,order_type,item_count,urgency_score,priority_level,verification_time,pick_duration,had_error,redo_duration,queue_entry_time,wait_to_picker,picker_id,assignment_time,completion_time,total_fulfillment_time,status,exception_reason,in_queue
2172,181.1948611500437,prime,Express,3,6.18,high,0.026683010015237783,0.24132843950275784,False,,181.22154416005893,0.0,0.0,181.22154416005893,181.46287259956168,0.26801144951798506,fulfilled,,False
2173,181.26777152109648,regular,Bulky,7,2.14,low,0.04094532671172951,0.954404487371999,True,0.39890815210066405,181.3087168478082,0.0,4.0,181.3087168478082,182.66202948728085,1.3942579661843695,fulfilled,,False
2174,181.33090634643594,prime,Express,1,5.9,high,0.028790607968026773,0.18223792017827428,False,,181.35969695440397,0.0,6.0,181.35969695440397,181.54193487458224,0.2110285281463007,fulfilled,,False
2175,181.43200203870816,regular,Bulky,2,1.44,low,0.023913884862125805,0.9261743516904963,False,,181.4559159235703,0.0,2.0,181.4559159235703,182.3820902752608,0.9500882365526309,fulfilled,,False
2176,181.5325548022128,prime,Fragile,5,5.06,high,0.021823273665428865,0.8967796916596931,False,,181.55437807587822,0.0,1.0,181.55437807587822,182.45115776753792,0.9186029653251353,fulfilled,,False
2177,181.59903259693013,prime,Bulky,7,3.94,medium,0.024309548920515955,1.1744782039074877,True,0.5200707810389229,181.62334214585064,0.0,0.0,181.62334214585064,183.31789113079705,1.7188585338669213,fulfilled,,False
2178,181.70176328196612,regular,Express,1,4.1,medium,0.048927466935560854,0.2383193381578731,False,,181.7506907489017,0.0,7.0,181.7506907489017,181.98901008705957,0.2872468050934458,fulfilled,,False
2179,181.7828139597932,prime,Fragile,6,5.199999999999999,high,0.02602794687438468,0.7564590164720031,False,,181.8088419066676,0.0,6.0,181.8088419066676,182.5653009231396,0.7824869633464004,fulfilled,,False
2180,181.8537305200819,regular,Fragile,7,3.54,medium,0.022144195605703777,1.0816163611458363,False,,181.87587471568762,0.0,5.0,181.87587471568762,182.95749107683346,1.1037605567515527,fulfilled,,False
2181,181.9651270515082,regular,Fragile,3,2.98,low,0.03779068656139853,0.7196162286436149,True,0.28933575581039217,182.0029177380696,0.0,3.0,182.0029177380696,183.0118697225236,1.0467426710154086,fulfilled,,False
2182,182.02928428656355,regular,Fragile,8,3.68,medium,0.03143979799185355,0.9856929704510975,False,,182.0607240845554,0.0,7.0,182.0607240845554,183.0464170550065,1.0171327684429343,fulfilled,,False
2183,182.1100706259269,regular,Fragile,6,3.4,medium,0.02476299863136707,0.8584808954763026,False,,182.13483362455827,0.2472566507025249,2.0,182.3820902752608,183.2405711707371,1.1305005448101895,fulfilled,,False
2184,182.21890927738306,regular,Fragile,6,3.4,medium,0.049126194502463624,0.8351129435441889,False,,182.26803547188553,0.1831222956523959,1.0,182.45115776753792,183.2862707110821,1.067361433699034,fulfilled,,False
2185,182.28835032211722,prime,Standard,1,3.8,medium,0.022518470227591517,0.4294207785663308,False,,182.31086879234482,0.25443213079478255,6.0,182.5653009231396,182.99472170170594,0.7063713795887168,fulfilled,,False
2186,182.3835353038846,prime,Standard,8,4.779999999999999,medium,0.022645169723586822,0.6717687304615816,False,,182.40618047360817,0.2558490136726732,4.0,182.66202948728085,183.33379821774244,0.9502629138578413,fulfilled,,False
2187,182.47396006286598,regular,Bulky,1,1.2999999999999998,low,0.03992940642440091,0.7400361502507888,False,,182.51388946929038,0.4436016075430871,5.0,182.95749107683346,183.69752722708427,1.2235671642182808,fulfilled,,False
2188,182.55293362723134,regular,Express,7,4.9399999999999995,medium,0.021004169754825535,,False,,182.57393779698617,,,,182.83293779698616,0.2800041697548181,cancelled,cancelled,False
2189,182.60719766361606,regular,Express,5,4.659999999999999,medium,0.0421720918010782,,False,,182.64936975541715,,,,182.95036975541714,0.34317209180107966,cancelled,cancelled,False
2190,182.6917948404942,regular,Fragile,5,3.26,medium,0.04201268705618866,0.8997300872763973,False,,182.7338075275504,0.26091417415554474,6.0,182.99472170170594,183.89445178898234,1.2026569484881406,fulfilled,,False
2191,182.7916779260305,prime,Standard,3,4.08,medium,0.022385934446112213,0.5519715689514816,False,,182.8140638604766,0.19780586204700512,3.0,183.0118697225236,183.5638412914751,0.7721633654445839,fulfilled,,False
2192,182.86922088307278,prime,Bulky,7,3.94,medium,0.04115212279777667,1.102933728869543,False,,182.91037300587055,0.1360440491359327,7.0,183.0464170550065,184.14935078387603,1.2801299008032458,fulfilled,,False
2193,182.98188904073885,regular,Fragile,5,3.26,medium,0.03350456222314743,1.022146969283638,True,0.4604727920829869,183.015393602962,0.22517756777509135,2.0,183.2405711707371,184.7231909321037,1.7413018913648557,fulfilled,,False
2194,183.09151732269652,regular,Standard,8,2.98,low,0.02814418807568949,0.7842288654048714,False,,183.1196615107722,0.16660920030989246,1.0,183.2862707110821,184.07049957648698,0.9789822537904627,fulfilled,,False
2195,183.17327029658566,prime,Standard,4,4.22,medium,0.03700556253613556,0.6619110716342245,False,,183.2102758591218,0.10761527167525742,0.0,183.31789113079705,183.97980220243127,0.8065319058456168,fulfilled,,False
2196,183.28231811109512,prime,Standard,7,4.64,medium,0.04143767383723547,0.7579766907027383,False,,183.32375578493236,0.010042432810081436,4.0,183.33379821774244,184.0917749084452,0.8094567973500659,fulfilled,,False
2197,183.35675196487372,regular,Bulky,8,2.2800000000000002,low,0.0298933007143939,1.429307455227245,False,,183.38664526558813,0.17719602588695693,3.0,183.5638412914751,184.99314874670233,1.6363967818286085,fulfilled,,False
2198,183.42513651813394,prime,Bulky,5,3.66,medium,0.020258739447469382,1.0147749296436501,False,,183.4453952575814,0.2521319695028694,5.0,183.69752722708427,184.7123021567279,1.2871656385939616,fulfilled,,False
2199,183.48384778743372,regular,Express,6,4.799999999999999,medium,0.03606976233709136,,False,,183.5199175497708,,,,183.7999175497708,0.3160697623370936,cancelled,cancelled,False
2200,183.54682204560623,regular,Standard,2,2.14,low,0.047502490013362486,0.6480017357996307,False,,183.5943245356196,0.3001272533627457,6.0,183.89445178898234,184.54245352478196,0.9956314791757279,fulfilled,,False
2201,183.62953990090222,regular,Fragile,4,3.12,medium,0.027421405068997866,0.6922643767837978,False,,183.6569613059712,0.32284089646006464,0.0,183.97980220243127,184.67206657921508,1.0425266783128677,fulfilled,,False
2202,183.70109604695227,regular,Fragile,2,2.84,low,0.04828814479755744,0.6716446251566889,False,,183.74938419174984,0.32111538473714063,1.0,184.07049957648698,184.74214420164367,1.0410481546913957,fulfilled,,False
2203,183.80259833099478,prime,Bulky,2,3.2399999999999998,medium,0.02610518229371791,0.6699477224051765,False,,183.8287035132885,0.2630713951566861,4.0,184.0917749084452,184.76172263085036,0.9591242998555742,fulfilled,,False
2204,183.8745948957177,prime,Fragile,6,5.199999999999999,high,0.02785773175605595,,False,,183.90245262747376,,,,184.12245262747376,0.2478577317560564,cancelled,cancelled,False
2205,183.9791614118894,regular,Standard,6,2.6999999999999997,low,0.03115711458513081,0.6068176909266079,False,,184.01031852647455,0.13903225740148173,7.0,184.14935078387603,184.75616847480265,0.777007062913242,fulfilled,,False
2206,184.07853262062406,regular,Fragile,1,2.6999999999999997,low,0.02338053573544048,0.6625325472926465,False,,184.1019131563595,0.4405403684224609,6.0,184.54245352478196,185.2049860720746,1.1264534514505442,fulfilled,,False
2207,184.18838869231422,regular,Bulky,5,1.8599999999999999,low,0.035091263220209674,0.8704543704389114,False,,184.22347995553443,0.4485866236806544,0.0,184.67206657921508,185.542520949654,1.354132257339785,fulfilled,,False
2208,184.296222959966,regular,Bulky,8,2.2800000000000002,low,0.033191128247793134,1.1391835414946399,False,,184.32941408821378,0.38288806851412005,5.0,184.7123021567279,185.85148569822255,1.5552627382565447,fulfilled,,False
2209,184.3803456657859,regular,Fragile,7,3.54,medium,0.04972321242015093,0.8979967018118326,False,,184.43006887820607,0.29312205389763335,2.0,184.7231909321037,185.62118763391553,1.2408419681296152,fulfilled,,False
2210,184.47353257222875,regular,Bulky,7,2.14,low,0.048837116740947525,1.3800171809569652,False,,184.5223696889697,0.21977451267397896,1.0,184.74214420164367,186.12216138260064,1.6486288103718891,fulfilled,,False
2211,184.55242855658082,prime,Express,8,6.879999999999999,high,0.03572660837912145,0.3517611133520754,False,,184.58815516495994,0.16801330984270635,7.0,184.75616847480265,185.10792958815472,0.5555010315738969,fulfilled,,False
2212,184.626264873128,prime,Standard,6,4.5,medium,0.03126136705811507,,False,,184.65752624018612,,,,184.65752624018612,0.031261367058107226,backorder,backorder,False
2213,184.69572522278992,regular,Express,3,4.38,medium,0.023872170056047238,0.27901850770546105,False,,184.71959739284597,0.042125238004388166,4.0,184.76172263085036,185.04074113855583,0.34501591576591295,fulfilled,,False
2214,184.79598093567657,regular,Fragile,5,3.26,medium,0.04783643755010086,0.812993558272068,False,,184.84381737322667,0.14933137347566117,3.0,184.99314874670233,185.8061423049744,1.0101613692978333,fulfilled,,False
2215,184.86043990517538,prime,Standard,2,3.94,medium,0.043026586163083594,0.5758546795681333,False,,184.90346649133846,0.13727464721736737,4.0,185.04074113855583,185.61659581812395,0.7561559129485715,fulfilled,,False
2216,184.96331810889228,prime,Fragile,7,5.34,high,0.037504240071186974,1.0278713250676785,True,0.3149466552235127,185.00082234896348,0.10710723919123666,7.0,185.10792958815472,186.4507475684459,1.4874294595536242,fulfilled,,False
2217,185.0255768159534,regular,Bulky,3,1.5799999999999998,low,0.037555317798283874,0.7256936309026685,False,,185.06313213375168,0.14185393832292448,6.0,185.2049860720746,185.93067970297727,0.9051028870238724,fulfilled,,False
2218,185.1264477734,prime,Standard,8,4.779999999999999,medium,0.03801166289530891,,False,,185.16445943629532,,,,185.4474594362953,0.3210116628953017,cancelled,cancelled,False
2219,185.19834815473453,regular,Fragile,3,2.98,low,0.03631186102262512,0.7765885314814348,True,0.23815955218014068,185.23466001575716,0.30786093389684765,0.0,185.542520949654,186.55726903331558,1.3589208785810456,fulfilled,,False
2220,185.28986719437407,regular,Bulky,3,1.5799999999999998,low,0.0493220097626826,0.8773033501303669,True,0.42799340892684157,185.33918920413674,0.27740661398721045,4.0,185.61659581812395,186.92189257718118,1.6320253828071145,fulfilled,,False
2221,185.35732516882175,prime,Fragile,8,5.48,high,0.03836629936342896,,False,,185.39569146818516,,,,185.59569146818515,0.23836629936340614,cancelled,cancelled,False
2222,185.42848337046547,regular,Bulky,8,2.2800000000000002,low,0.04248475304130926,1.1479398723781877,False,,185.4709681235068,0.15021951040873205,2.0,185.62118763391553,186.7691275062937,1.340644135828228,fulfilled,,False
2223,185.5239369736159,regular,Fragile,8,3.68,medium,0.03521537529843813,1.0869310666044791,False,,185.55915234891432,0.24698995606007657,3.0,185.8061423049744,186.89307337157888,1.3691363979629898,fulfilled,,False
2224,185.59723166116692,regular,Bulky,3,1.5799999999999998,low,0.04421269275964447,1.072469509706694,True,0.4323195698555517,185.64144435392657,0.21004134429597343,5.0,185.85148569822255,187.35627477778482,1.759043116617903,fulfilled,,False
2225,185.6759728744276,regular,Express,6,4.799999999999999,medium,0.03646855059199594,0.4093442391285259,False,,185.7124414250196,0.21823827795768125,6.0,185.93067970297727,186.3400239421058,0.6640510676782014,fulfilled,,False
2226,185.78666425172003,prime,Standard,1,3.8,medium,0.02336048843070123,0.46451899237991123,False,,185.81002474015074,0.31213664244990014,1.0,186.12216138260064,186.58668037498055,0.8000161232605194,fulfilled,,False
2227,185.89233955284791,regular,Standard,1,2.0,low,0.023187631503568076,0.4891507142547168,False,,185.91552718435148,0.4244967577543264,6.0,186.3400239421058,186.82917465636052,0.9368351035126068,fulfilled,,False
2228,185.95598158642454,regular,Express,3,4.38,medium,0.04770348711729261,,False,,186.00368507354185,,,,186.34668507354183,0.3907034871172925,cancelled,cancelled,False
2229,186.01484220882364,prime,Bulky,7,3.94,medium,0.02098042416585464,,False,,186.0358226329895,,,,186.44482263298949,0.4299804241658478,cancelled,cancelled,False
2230,186.08991272272257,prime,Fragile,3,4.779999999999999,medium,0.04749566134625917,,False,,186.13740838406883,,,,186.42040838406882,0.33049566134624797,cancelled,cancelled,False
2231,186.20264182480344,prime,Express,8,6.879999999999999,high,0.03556553158548715,,False,,186.23820735638893,,,,186.43820735638892,0.235565531585479,cancelled,cancelled,False
