fulfillment_rate,exception_rate,avg_waiting_time,avg_picker_utilization,peak_queue_length,pct_time_queue_full,pct_time_under_pressure,avg_fulfillment_time,exception_rate_low,exception_rate_medium,exception_rate_high,replication,seed,scenario
0.9790008076612438,0.020999192338756245,0.017795269927909776,0.852011095700416,4.0,0.0,0.15256588072122051,0.7588507797594984,0.018207282913165267,0.019721871049304677,0.03415061295971979,0,1920512148,cap_10
0.9802927279013484,0.01970727209865164,0.017575457943290837,0.8475728155339806,5.0,0.0027739251040221915,0.15117891816920942,0.754941630272598,0.0187194791101465,0.018067556952081697,0.028156996587030716,1,3130819940,cap_10
0.9796437659033079,0.020356234096692072,0.01970412964191924,0.8590846047156728,4.0,0.0,0.14285714285714285,0.7658089610608757,0.018699413898967347,0.017422495516269537,0.0353448275862069,2,2257769076,cap_10
0.9765886287625418,0.02341137123745818,0.01969946518830703,0.8549237170596395,5.0,0.0013869625520110957,0.1539528432732316,0.7601220411811334,0.021863897239682975,0.023495997934417763,0.028094820017559263,3,1551769992,cap_10
0.9761822175974101,0.023817782402589915,0.017197692234996374,0.8540915395284326,4.0,0.0,0.14840499306518723,0.7563441421583613,0.022297488004515947,0.02380349455558369,0.028522039757994815,4,3705849140,cap_10
0.979624913174346,0.020375086825654032,0.01950847153041775,0.8576976421636617,4.0,0.0,0.1636615811373093,0.7656614696500338,0.018142431627403196,0.01824817518248175,0.0351668169522092,5,1544304161,cap_10
0.9782608695652174,0.021739130434782594,0.016920954704452828,0.8495145631067961,4.0,0.0,0.1276005547850208,0.7561284155712459,0.01808219178082192,0.02193211488250653,0.032534246575342464,6,800242937,cap_10
0.9796761970375474,0.02032380296245262,0.01858441114571352,0.8619972260748959,4.0,0.0,0.1678224687933426,0.7603509720490512,0.018211920529801324,0.017120622568093387,0.036585365853658534,7,3985938097,cap_10
0.9815540696333871,0.018445930366612906,0.01823226135856802,0.8472954230235785,4.0,0.0,0.14840499306518723,0.7577336441388078,0.020689655172413793,0.013202174475796014,0.02866779089376054,8,3712415822,cap_10
0.9759410613560493,0.0240589386439507,0.018447031295496606,0.8570041608876562,5.0,0.0013869625520110957,0.15117891816920942,0.7582242768739548,0.021819212241428167,0.019837232960325534,0.04404567699836868,9,3742864651,cap_10
0.9783932881278014,0.021606711872198647,0.01843914616244916,0.8535367545076282,4.0,0.0,0.18585298196948682,0.7590967256460056,0.01804553026096613,0.022935779816513763,0.028085106382978724,10,532740021,cap_10
0.9798363866804931,0.02016361331950689,0.01852657856270676,0.8531206657420249,3.0,0.0,0.13592233009708737,0.7589933235474537,0.017432208079690092,0.021222193812324215,0.02512998266897747,11,1758285023,cap_10
