fulfillment_rate,exception_rate,avg_waiting_time,avg_picker_utilization,peak_queue_length,pct_time_queue_full,pct_time_under_pressure,avg_fulfillment_time,exception_rate_low,exception_rate_medium,exception_rate_high,replication,seed,scenario
0.8497814584771106,0.15021854152288938,0.10484441205544422,0.9242371705963939,5.0,0.059639389736477116,0.5991678224687933,0.8424452744390766,0.19638455217748563,0.11160020714655619,0.13378492802709568,0,861947253,stress_8_priority
0.8459854855431402,0.15401451445685976,0.10663288765632967,0.919382801664355,5.0,0.08737864077669903,0.5866851595006934,0.8413280305663758,0.1928610957387936,0.12268518518518519,0.13825275657336725,1,239861160,stress_8_priority
0.8421773365285861,0.15782266347141394,0.10936975900031937,0.9251040221914009,5.0,0.08044382801664356,0.6199722607489597,0.850619771708677,0.1921806167400881,0.13383458646616542,0.13234005258545137,2,4140657974,stress_8_priority
0.8635990139687757,0.1364009860312243,0.09958667561468032,0.9204230235783634,5.0,0.07350901525658807,0.5603328710124826,0.8390284714037325,0.16920943134535368,0.11158005803218148,0.11487088156723063,3,2482084717,stress_8_priority
0.8446969696969697,0.15530303030303028,0.10771911585830002,0.9294382801664355,5.0,0.07905686546463246,0.6061026352288488,0.8472483066345128,0.19428254232583958,0.12376613515565679,0.14162348877374784,4,3873443115,stress_8_priority
0.8661840261560019,0.13381597384399813,0.10105067428416248,0.9185159500693482,5.0,0.056865464632454926,0.5533980582524272,0.8341084013819575,0.16813405282590174,0.10809412981639514,0.11564625850340136,5,1638141894,stress_8_priority
0.8534832502608091,0.14651674973919093,0.10278305631095226,0.9214632454923717,5.0,0.0638002773925104,0.5686546463245492,0.841377255935139,0.17575928008998876,0.12415584415584416,0.13185913185913187,6,3852340603,stress_8_priority
0.8337061060165512,0.16629389398344885,0.11007712251380834,0.9271844660194175,5.0,0.09847434119278779,0.6005547850208044,0.8486320529069094,0.21603260869565216,0.12656672401081348,0.14836546521374686,7,3213570847,stress_8_priority
0.8304568527918782,0.1695431472081218,0.10796563308810946,0.9280513176144244,5.0,0.06796116504854369,0.5839112343966713,0.8511697475720198,0.21358960476448294,0.13660377358490566,0.14297658862876253,8,3932452044,stress_8_priority
0.8554792127634797,0.1445207872365203,0.0989788432784236,0.92250346740638,5.0,0.07905686546463246,0.5575589459084604,0.8374044577203622,0.18103207810320782,0.1130952380952381,0.13620386643233742,9,1486440826,stress_8_priority
0.8441913439635536,0.15580865603644645,0.1050743793366323,0.9325589459084604,5.0,0.056865464632454926,0.6144244105409153,0.845512102827564,0.19866814650388456,0.12094922174023985,0.14160700079554495,10,3475703128,stress_8_priority
0.852643811737362,0.14735618826263797,0.1020328681883134,0.9192094313453537,5.0,0.05409153952843273,0.5977808599167822,0.840883111455942,0.18859041816671282,0.11242448121880746,0.13395113732097724,11,140987985,stress_8_priority
0.8283857959000784,0.17161420409992156,0.11083324945639435,0.9318654646324549,5.0,0.08737864077669903,0.5922330097087378,0.8490225404739673,0.21314896947560658,0.13726487036095578,0.15086206896551724,12,2574366244,stress_8_priority
0.8464093460084755,0.1535906539915245,0.10291185901493011,0.9204230235783634,5.0,0.06934812760055478,0.5561719833564494,0.8402773521059625,0.1913914455874391,0.11744613767735156,0.15190901705930138,13,4111240107,stress_8_priority
0.8427456382001837,0.15725436179981633,0.10665307737725811,0.919382801664355,5.0,0.07350901525658807,0.6061026352288488,0.8461351036385787,0.19539911308203992,0.12031015507753877,0.16636528028933092,14,1773495082,stress_8_priority
0.8506697728596389,0.14933022714036115,0.10101282197866689,0.9214632454923717,5.0,0.07350901525658807,0.5728155339805825,0.8408902660293991,0.18711656441717792,0.11395348837209303,0.15057573073516387,15,605423513,stress_8_priority
0.8482316584640036,0.1517683415359964,0.10397631472486617,0.9188626907073509,5.0,0.06241331484049931,0.5742024965325936,0.83752408263112,0.18945042805854737,0.12236608276212237,0.13423959218351741,16,3398804547,stress_8_priority
0.8422330097087378,0.15776699029126218,0.10571532783439884,0.9226768377253814,5.0,0.08183079056865465,0.5880721220527045,0.8485878587116388,0.19624860022396418,0.12768679631525076,0.1407849829351536,17,125825647,stress_8_priority
0.859601556053283,0.14039844394671697,0.09967843191286048,0.9143550624133149,5.0,0.07766990291262135,0.5547850208044383,0.8377458389652578,0.18132340303637925,0.10304752066115702,0.1419642857142857,18,339811893,stress_8_priority
0.8461893231869019,0.15381067681309812,0.10492605964094799,0.9257975034674064,5.0,0.08321775312066575,0.6116504854368932,0.8461330571379339,0.19082719082719082,0.12743316895925252,0.12445980985306827,19,178131717,stress_8_priority
0.8465974625144176,0.1534025374855824,0.10083732620419708,0.9107142857142857,5.0,0.06657420249653259,0.550624133148405,0.8339542493628855,0.1881552847832247,0.1243970550901244,0.1464226289517471,20,40755763,stress_8_priority
